cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
5.61,0,4,96,77,56,2,0,3,4,0,Not Eligible
6.52,0,1,42,59,72,4,0,10,1,0,Not Eligible
5.51,1,9,99,92,50,3,1,1,3,0,Not Eligible
8.46,4,7,51,85,78,5,0,9,5,1,Tier 1
5.31,4,1,74,92,47,4,0,9,4,0,Not Eligible
7.55,3,2,54,84,90,4,1,1,5,1,Tier 2
9.98,0,8,56,43,96,4,1,8,2,1,Tier 1
9.07,3,1,89,59,43,4,1,10,5,1,Tier 1
8.08,0,5,71,70,75,4,0,1,4,1,Tier 1
6.53,1,3,46,59,58,0,0,6,0,0,Not Eligible
8.12,4,6,58,50,63,1,0,9,5,1,Tier 1
7.64,4,5,46,89,80,3,1,3,1,1,Tier 2
7.13,1,9,44,40,88,3,0,6,1,1,Tier 2
5.65,3,8,97,83,57,0,0,3,1,0,Not Eligible
9.43,3,8,79,57,72,5,1,5,5,1,Tier 1
7.25,2,9,60,78,85,0,0,7,2,1,Tier 2
5.97,0,3,87,83,75,6,0,10,1,0,Not Eligible
6.84,3,0,87,72,49,7,1,4,3,0,Not Eligible
7.07,1,1,90,93,94,4,1,4,2,1,Tier 2
9.14,3,7,96,75,53,1,1,7,4,1,Tier 1
8.67,4,9,86,57,46,3,1,5,0,1,Tier 1
8.85,0,7,46,86,51,5,1,1,2,1,Tier 1
5.06,2,1,76,70,61,2,0,10,0,0,Not Eligible
7.08,0,3,62,74,66,0,1,2,2,1,Tier 2
7.41,4,0,50,78,87,2,1,6,4,1,Tier 2
5.1,4,6,49,77,76,3,1,9,0,0,Not Eligible
6.3,4,3,96,54,50,0,0,7,2,0,Not Eligible
8.8,4,7,60,86,75,3,0,4,0,1,Tier 1
5.69,1,8,94,45,99,0,1,2,1,0,Not Eligible
7.68,2,8,98,47,52,5,0,4,1,1,Tier 2
6.08,4,2,80,79,71,3,0,5,5,0,Not Eligible
5.06,4,4,72,61,47,6,0,2,1,0,Not Eligible
6.21,3,5,59,40,46,2,1,1,3,0,Not Eligible
9.88,2,5,72,97,82,1,0,4,1,1,Tier 1
9.01,0,9,79,52,82,5,0,6,1,1,Tier 1
9.8,2,7,74,94,97,6,1,1,4,1,Tier 1
7.44,2,5,73,63,56,5,1,1,0,1,Tier 2
5.55,2,5,75,60,61,0,0,9,0,0,Not Eligible
7.74,4,3,66,84,85,2,1,5,1,1,Tier 2
7.27,4,6,58,82,73,3,1,2,0,1,Tier 2
9.22,1,7,82,43,59,2,1,2,2,1,Tier 1
5.49,0,2,44,46,92,5,1,4,5,0,Not Eligible
7.44,3,6,68,99,47,0,0,2,1,1,Tier 2
5.75,2,2,95,51,61,7,1,4,5,0,Not Eligible
6.62,0,7,49,98,66,2,1,6,1,0,Not Eligible
8.69,0,0,95,52,73,6,0,7,3,1,Tier 1
7.38,1,0,98,93,60,3,1,6,5,1,Tier 2
6.88,3,5,94,83,54,4,0,4,2,0,Not Eligible
6.97,2,9,79,55,44,5,1,10,1,0,Not Eligible
7.3,3,8,52,45,77,1,0,3,1,1,Tier 2
8.93,1,3,68,53,56,1,1,4,0,1,Tier 1
9.46,4,5,44,90,47,5,1,5,1,1,Tier 1
9.78,0,4,97,87,58,7,0,4,5,1,Tier 1
8.93,2,0,97,98,44,4,0,3,5,1,Tier 1
6.58,4,5,98,97,62,0,0,1,1,0,Not Eligible
8.44,1,8,51,70,58,2,0,3,1,1,Tier 1
7.19,3,2,98,75,53,2,0,5,1,1,Tier 2
6.27,0,2,52,76,49,4,1,6,3,0,Not Eligible
9.2,2,1,61,80,70,6,0,4,2,1,Tier 1
5.19,4,3,79,95,52,4,1,1,5,0,Not Eligible
9.51,4,9,54,74,61,3,0,10,3,1,Tier 1
7.31,0,2,52,93,76,3,0,7,0,1,Tier 2
8.19,3,1,40,49,78,1,1,9,4,1,Tier 1
8.3,1,0,93,56,49,0,1,6,1,1,Tier 1
9.48,3,2,77,90,70,7,1,6,5,1,Tier 1
8.18,3,9,82,81,82,0,1,9,0,1,Tier 1
8.07,3,5,84,69,74,6,0,4,5,1,Tier 1
5.33,0,8,92,83,52,4,1,5,4,0,Not Eligible
7.59,0,4,91,94,69,1,0,5,1,1,Tier 2
5.75,1,2,40,46,73,1,0,5,5,0,Not Eligible
8.69,3,4,50,57,75,3,0,8,1,1,Tier 1
7.56,0,4,97,58,74,2,1,1,4,1,Tier 2
8.4,1,4,82,54,86,6,1,10,3,1,Tier 1
5.21,1,6,79,78,43,0,1,10,4,0,Not Eligible
5.42,3,4,61,83,94,6,1,3,4,0,Not Eligible
8.58,2,6,74,61,92,1,1,8,5,1,Tier 1
5.36,3,8,99,78,43,3,1,9,2,0,Not Eligible
5.36,2,4,90,81,86,3,0,2,1,0,Not Eligible
5.06,1,1,83,96,45,3,1,4,5,0,Not Eligible
9.78,0,4,45,95,94,6,0,8,1,1,Tier 1
8.69,4,7,67,93,67,2,0,5,3,1,Tier 1
6.77,1,3,70,99,69,1,1,1,3,0,Not Eligible
6.48,0,1,94,69,66,4,1,6,2,0,Not Eligible
6.75,1,9,47,59,44,4,1,9,2,0,Not Eligible
8.87,3,2,44,71,83,3,1,9,2,1,Tier 1
8.31,2,8,81,81,78,3,0,1,3,1,Tier 1
5.93,1,8,93,64,74,2,1,4,4,0,Not Eligible
5.87,0,7,87,62,78,3,1,1,5,0,Not Eligible
5.49,3,7,83,44,83,5,0,7,1,0,Not Eligible
8.3,4,7,56,89,54,1,0,3,1,1,Tier 1
8.82,3,7,77,80,58,7,1,2,5,1,Tier 1
6.33,2,7,48,69,69,7,0,8,0,0,Not Eligible
5.1,3,0,49,87,77,3,1,9,3,0,Not Eligible
5.41,4,5,59,78,71,7,1,7,3,0,Not Eligible
9.84,0,8,53,96,79,3,0,6,2,1,Tier 1
6.48,1,7,53,66,68,1,0,10,5,0,Not Eligible
8.85,2,2,65,96,45,0,1,6,0,1,Tier 1
8.12,4,0,68,81,65,5,1,9,0,1,Tier 1
6.91,2,1,88,76,66,5,1,5,3,0,Not Eligible
6.03,3,1,66,46,74,7,0,5,2,0,Not Eligible
5.61,2,6,64,44,67,4,0,2,1,0,Not Eligible
8.08,4,5,55,54,44,3,1,6,2,1,Tier 1
8.87,1,1,75,90,80,1,1,6,1,1,Tier 1
8.22,1,7,73,81,95,4,0,6,3,1,Tier 1
7.65,2,8,55,47,87,6,1,4,2,1,Tier 2
5.21,0,6,72,95,93,7,0,7,0,0,Not Eligible
9.84,2,3,42,48,55,6,1,9,5,1,Tier 1
8.99,3,0,62,50,80,2,0,1,4,1,Tier 1
6.46,1,3,50,99,57,6,1,3,0,0,Not Eligible
9.9,1,3,87,61,52,6,1,10,5,1,Tier 1
8.01,1,7,97,73,82,0,1,9,1,1,Tier 1
7.91,0,3,57,74,64,3,0,5,3,1,Tier 2
8.74,0,3,86,52,49,0,1,6,2,1,Tier 1
9.06,4,1,80,50,68,3,1,8,3,1,Tier 1
8.28,2,9,83,99,49,3,1,9,3,1,Tier 1
5.64,2,6,68,71,45,3,1,8,1,0,Not Eligible
6.69,3,3,98,81,55,0,1,3,3,0,Not Eligible
9.64,1,5,89,98,64,5,1,10,2,1,Tier 1
6.12,0,2,44,54,83,2,0,1,0,0,Not Eligible
6.86,3,6,63,77,43,5,0,5,3,0,Not Eligible
7.16,3,5,68,40,76,1,1,7,2,1,Tier 2
7.2,0,2,68,85,73,1,1,2,2,1,Tier 2
8.06,2,3,99,89,58,6,0,1,1,1,Tier 1
9.72,1,9,65,63,72,5,0,4,3,1,Tier 1
6.2,2,4,79,82,43,2,1,3,1,0,Not Eligible
5.61,3,8,42,79,83,6,0,4,0,0,Not Eligible
5.99,1,5,41,61,73,2,1,1,0,0,Not Eligible
9.43,4,3,64,42,51,3,1,2,5,1,Tier 1
8.23,3,6,58,53,70,3,0,1,2,1,Tier 1
6.43,2,1,79,41,55,1,1,3,3,0,Not Eligible
9.08,2,3,41,71,41,3,1,4,5,1,Tier 1
9.31,2,4,58,87,88,6,1,1,2,1,Tier 1
9.23,0,3,40,77,97,3,1,6,3,1,Tier 1
9.59,3,3,66,72,99,2,0,2,1,1,Tier 1
6.26,1,8,93,85,41,0,0,10,0,0,Not Eligible
8.78,2,1,84,81,75,7,0,5,5,1,Tier 1
7.3,2,5,94,45,45,5,1,8,5,1,Tier 2
9.21,0,7,91,80,99,4,0,4,0,1,Tier 1
8.64,1,7,88,78,62,4,0,5,1,1,Tier 1
8.88,3,6,74,64,78,3,0,9,4,1,Tier 1
8.28,4,9,80,73,94,3,1,2,4,1,Tier 1
5.89,0,3,44,50,86,5,1,2,4,0,Not Eligible
7.73,3,6,77,85,91,4,1,6,3,1,Tier 2
9.92,4,9,43,76,83,2,1,6,5,1,Tier 1
9.69,2,5,56,80,76,7,1,3,1,1,Tier 1
5.22,2,5,92,46,85,4,0,9,3,0,Not Eligible
5.82,1,1,60,96,55,4,0,1,3,0,Not Eligible
5.66,4,7,92,85,82,6,0,3,1,0,Not Eligible
8.63,2,7,87,98,83,4,1,8,3,1,Tier 1
9.09,2,6,70,87,58,3,0,8,5,1,Tier 1
6.07,1,8,87,61,88,6,0,4,1,0,Not Eligible
7.53,3,7,61,87,63,3,1,8,4,1,Tier 2
9.2,2,8,50,78,97,5,1,10,4,1,Tier 1
8.66,0,8,73,49,66,4,1,8,3,1,Tier 1
7.71,0,5,88,60,46,7,1,1,0,1,Tier 2
7.95,3,1,54,45,69,3,0,3,1,1,Tier 2
7.54,4,6,89,88,80,5,1,1,2,1,Tier 2
6.49,1,2,49,40,53,4,1,2,2,0,Not Eligible
7.83,0,6,77,73,97,7,1,4,3,1,Tier 2
8.44,0,8,71,98,91,2,0,3,0,1,Tier 1
9.37,3,9,92,53,83,3,0,6,1,1,Tier 1
8.18,4,9,87,75,54,7,0,5,4,1,Tier 1
8.81,4,1,70,66,51,7,0,5,3,1,Tier 1
5.8,3,5,76,48,92,7,0,10,1,0,Not Eligible
7.31,0,5,83,94,92,0,1,7,1,1,Tier 2
5.05,1,8,67,45,68,7,1,7,1,0,Not Eligible
6.23,0,8,70,70,62,5,1,9,0,0,Not Eligible
8.63,4,4,45,56,52,3,0,8,1,1,Tier 1
9.96,0,4,53,92,48,2,1,3,0,1,Tier 1
5.5,1,8,97,82,63,2,0,2,0,0,Not Eligible
7.01,2,7,62,99,78,3,0,1,5,1,Tier 2
9.0,0,6,55,75,69,7,1,10,1,1,Tier 1
6.02,3,7,64,60,40,1,1,6,5,0,Not Eligible
7.78,2,5,78,66,99,5,1,4,4,1,Tier 2
8.67,3,2,41,80,49,4,1,3,5,1,Tier 1
8.08,3,6,77,67,77,4,0,2,5,1,Tier 1
5.94,3,7,80,55,97,2,0,2,1,0,Not Eligible
6.78,0,7,78,74,86,7,0,4,4,0,Not Eligible
8.92,4,0,73,75,54,3,1,1,3,1,Tier 1
7.77,2,6,90,95,48,1,0,6,2,1,Tier 2
5.03,1,2,79,74,52,5,1,10,3,0,Not Eligible
8.8,4,1,82,84,62,0,0,5,0,1,Tier 1
5.18,0,1,64,58,72,4,1,10,3,0,Not Eligible
8.73,3,7,75,96,48,6,0,9,2,1,Tier 1
6.01,1,8,55,60,42,5,1,2,2,0,Not Eligible
9.79,2,2,96,97,69,7,1,9,4,1,Tier 1
6.84,4,2,57,72,48,5,0,9,3,0,Not Eligible
6.63,4,5,52,62,91,1,1,10,0,0,Not Eligible
5.74,1,9,98,94,64,5,0,9,5,0,Not Eligible
6.53,0,0,76,45,86,4,1,10,5,0,Not Eligible
9.38,2,5,66,71,63,3,0,10,0,1,Tier 1
9.98,1,2,73,61,71,7,1,4,4,1,Tier 1
6.84,3,3,50,42,46,4,0,5,5,0,Not Eligible
7.24,2,8,40,74,75,0,0,8,4,1,Tier 2
8.61,4,2,52,55,64,3,0,8,5,1,Tier 1
9.43,1,0,69,81,59,2,0,1,5,1,Tier 1
7.97,4,2,44,98,56,1,1,10,3,1,Tier 2
6.96,4,6,57,64,93,7,1,1,4,0,Not Eligible
7.06,4,6,53,56,75,4,0,10,2,1,Tier 2
8.48,0,4,52,78,65,3,0,6,0,1,Tier 1
5.02,4,0,71,52,58,5,1,7,5,0,Not Eligible
8.1,3,7,46,67,99,3,0,2,2,1,Tier 1
6.78,3,9,47,50,76,4,0,2,1,0,Not Eligible
8.97,2,7,89,49,87,2,0,5,2,1,Tier 1
5.46,4,9,46,78,42,4,1,9,0,0,Not Eligible
7.94,4,9,91,63,82,2,0,5,1,1,Tier 2
7.4,1,9,88,77,96,5,1,8,3,1,Tier 2
8.21,0,1,55,63,67,4,1,8,1,1,Tier 1
5.32,2,9,82,72,61,3,1,5,4,0,Not Eligible
7.9,4,2,70,56,86,0,0,8,0,1,Tier 2
7.81,1,3,90,96,58,0,0,8,4,1,Tier 2
7.8,0,0,66,83,92,5,0,5,2,1,Tier 2
8.02,2,3,99,75,95,6,1,5,3,1,Tier 1
8.38,2,4,72,74,85,6,0,4,0,1,Tier 1
9.02,4,2,92,45,55,3,0,1,3,1,Tier 1
6.35,2,9,68,97,95,0,1,9,5,0,Not Eligible
9.13,1,1,47,99,45,5,1,2,0,1,Tier 1
7.49,2,5,72,55,76,2,1,1,4,1,Tier 2
5.39,3,7,80,84,70,3,0,6,2,0,Not Eligible
5.29,1,6,58,67,92,6,0,5,1,0,Not Eligible
6.67,0,0,60,80,88,7,0,1,3,0,Not Eligible
8.92,0,3,80,71,87,2,1,7,0,1,Tier 1
8.54,4,2,60,65,73,3,0,7,0,1,Tier 1
8.94,4,5,64,50,70,2,1,3,5,1,Tier 1
7.59,3,8,81,91,99,2,0,8,3,1,Tier 2
7.2,0,8,95,64,50,0,0,6,1,1,Tier 2
5.74,0,6,62,70,75,7,0,4,2,0,Not Eligible
6.64,0,8,50,60,45,3,0,10,0,0,Not Eligible
7.17,0,7,72,84,66,4,0,10,0,1,Tier 2
5.44,2,4,59,94,46,0,1,10,3,0,Not Eligible
6.1,1,8,64,90,88,2,1,3,3,0,Not Eligible
7.99,1,6,65,42,71,2,0,1,0,1,Tier 2
8.68,3,4,79,51,47,6,0,2,0,1,Tier 1
9.99,2,7,91,90,99,4,1,2,5,1,Tier 1
9.67,0,6,51,79,72,6,0,5,0,1,Tier 1
8.21,0,8,71,85,96,4,1,4,4,1,Tier 1
7.11,4,9,72,93,86,2,0,2,0,1,Tier 2
8.18,4,0,49,80,91,4,0,9,2,1,Tier 1
8.93,3,8,43,64,83,7,1,7,2,1,Tier 1
5.59,0,6,54,95,54,1,1,8,5,0,Not Eligible
7.05,3,0,90,56,94,6,0,8,1,1,Tier 2
9.2,2,0,45,77,66,6,1,2,3,1,Tier 1
6.92,1,4,66,75,69,0,1,5,1,0,Not Eligible
7.86,0,7,44,75,61,7,0,3,0,1,Tier 2
7.94,2,8,44,58,86,3,0,10,3,1,Tier 2
5.92,0,5,57,83,68,6,0,9,0,0,Not Eligible
6.81,4,9,67,96,80,4,0,9,3,0,Not Eligible
6.67,3,7,74,41,87,4,1,6,5,0,Not Eligible
5.13,4,5,98,56,69,1,0,4,4,0,Not Eligible
5.12,1,5,61,69,41,3,0,8,4,0,Not Eligible
9.16,4,3,73,86,54,1,1,5,4,1,Tier 1
6.37,0,4,43,49,86,3,1,3,5,0,Not Eligible
7.59,4,1,57,74,66,6,0,8,1,1,Tier 2
6.49,0,2,80,91,46,6,0,6,3,0,Not Eligible
9.7,1,2,90,75,66,0,1,5,1,1,Tier 1
6.3,4,4,65,93,60,4,0,1,3,0,Not Eligible
7.15,3,4,81,72,52,0,1,3,0,1,Tier 2
9.36,3,5,61,40,94,3,1,7,4,1,Tier 1
9.21,3,4,86,57,56,4,1,3,4,1,Tier 1
5.93,4,5,72,43,50,6,0,1,3,0,Not Eligible
9.01,4,7,82,94,98,1,0,8,1,1,Tier 1
7.29,4,1,53,93,49,6,1,7,1,1,Tier 2
7.41,0,3,70,86,96,6,0,5,2,1,Tier 2
5.67,1,5,49,66,72,2,1,10,4,0,Not Eligible
5.4,3,4,90,64,53,1,0,5,4,0,Not Eligible
8.64,0,0,63,94,76,2,0,6,1,1,Tier 1
7.48,3,8,60,67,47,7,1,7,4,1,Tier 2
7.18,0,2,87,92,72,7,0,3,1,1,Tier 2
8.65,4,1,47,61,46,1,0,4,2,1,Tier 1
8.83,3,8,71,81,73,3,0,1,3,1,Tier 1
5.79,4,6,70,64,46,0,1,7,3,0,Not Eligible
8.05,3,4,73,56,46,7,0,10,2,1,Tier 1
5.68,2,5,62,98,80,2,1,2,4,0,Not Eligible
8.76,0,3,64,96,93,3,0,7,0,1,Tier 1
8.28,2,0,46,93,75,0,0,6,4,1,Tier 1
9.78,0,3,58,83,94,0,0,4,1,1,Tier 1
5.34,1,8,46,91,46,4,1,2,5,0,Not Eligible
5.29,3,0,86,51,59,6,1,7,0,0,Not Eligible
6.41,1,9,47,55,57,4,1,7,2,0,Not Eligible
6.31,1,2,53,76,84,6,0,5,3,0,Not Eligible
6.23,0,4,40,55,82,4,0,9,3,0,Not Eligible
9.53,2,6,52,56,80,2,0,3,4,1,Tier 1
6.25,4,8,42,94,53,2,1,9,3,0,Not Eligible
6.36,0,5,92,70,79,6,0,5,4,0,Not Eligible
8.8,4,2,67,54,92,7,0,2,1,1,Tier 1
7.25,1,6,77,52,53,0,1,9,1,1,Tier 2
8.88,4,3,90,79,60,2,0,1,2,1,Tier 1
5.33,2,2,54,66,88,0,1,1,5,0,Not Eligible
7.44,0,6,75,60,98,3,0,7,1,1,Tier 2
5.17,2,6,92,41,96,1,0,3,4,0,Not Eligible
5.31,2,3,42,47,66,0,0,8,3,0,Not Eligible
9.53,0,6,43,81,85,0,0,7,1,1,Tier 1
5.7,2,1,44,46,65,3,0,7,1,0,Not Eligible
7.66,3,0,89,49,66,6,1,1,4,1,Tier 2
7.06,3,1,65,96,63,4,0,1,1,1,Tier 2
6.74,3,3,64,43,44,5,0,2,3,0,Not Eligible
9.5,4,7,49,82,81,7,1,2,5,1,Tier 1
5.11,2,2,47,80,77,6,1,5,3,0,Not Eligible
8.32,0,9,51,75,67,4,1,9,5,1,Tier 1
9.82,0,5,93,74,81,4,0,7,3,1,Tier 1
7.8,4,5,97,82,82,7,1,2,3,1,Tier 2
9.68,0,8,98,42,97,6,1,5,0,1,Tier 1
5.26,3,8,42,97,71,6,1,5,3,0,Not Eligible
7.09,2,3,66,57,63,7,1,8,0,1,Tier 2
6.3,0,8,89,97,45,0,0,9,3,0,Not Eligible
8.65,0,5,62,90,49,0,1,8,3,1,Tier 1
9.91,1,1,79,85,85,2,1,2,4,1,Tier 1
6.28,1,9,97,95,91,2,0,4,5,0,Not Eligible
8.27,1,5,72,82,42,1,0,2,3,1,Tier 1
5.99,2,1,53,63,46,1,1,6,1,0,Not Eligible
7.83,3,7,93,71,68,5,0,4,3,1,Tier 2
7.32,3,3,62,73,73,6,1,7,2,1,Tier 2
9.86,3,4,70,98,46,2,0,2,4,1,Tier 1
8.04,2,7,52,41,56,6,0,9,4,1,Tier 1
6.75,2,7,96,41,52,0,1,5,3,0,Not Eligible
5.57,1,5,51,49,97,3,0,1,2,0,Not Eligible
5.76,0,3,74,62,60,2,0,3,5,0,Not Eligible
6.13,4,0,57,54,70,0,1,4,3,0,Not Eligible
6.25,4,6,60,93,48,6,1,3,1,0,Not Eligible
9.25,0,7,84,51,84,7,0,6,4,1,Tier 1
7.81,1,8,86,82,86,2,0,6,4,1,Tier 2
7.62,0,1,81,56,52,4,1,10,5,1,Tier 2
5.57,0,0,40,57,56,2,0,7,2,0,Not Eligible
9.3,4,3,77,53,47,6,1,9,0,1,Tier 1
8.61,1,4,80,56,48,6,0,10,5,1,Tier 1
5.34,2,9,81,54,48,5,0,9,2,0,Not Eligible
8.54,4,0,86,51,79,6,1,7,1,1,Tier 1
7.72,2,4,48,98,87,4,1,1,2,1,Tier 2
5.41,1,5,62,55,91,0,0,3,5,0,Not Eligible
7.29,0,2,53,71,69,4,0,5,0,1,Tier 2
7.42,3,6,50,62,46,2,0,10,1,1,Tier 2
5.83,3,5,46,77,56,7,0,6,1,0,Not Eligible
9.73,1,3,70,73,78,4,1,6,0,1,Tier 1
9.25,3,2,63,73,77,5,0,5,3,1,Tier 1
8.35,2,4,65,55,44,3,0,6,2,1,Tier 1
7.31,3,2,69,73,56,4,1,9,5,1,Tier 2
7.06,1,9,73,79,79,6,1,1,1,1,Tier 2
8.25,1,8,85,46,97,5,1,1,5,1,Tier 1
7.73,2,8,77,72,40,4,0,9,2,1,Tier 2
5.31,3,5,44,43,55,1,1,8,0,0,Not Eligible
7.56,3,5,44,82,56,3,1,9,4,1,Tier 2
9.03,0,3,58,91,69,0,0,7,0,1,Tier 1
7.3,4,3,90,46,70,6,1,10,2,1,Tier 2
5.26,1,1,77,57,74,5,1,6,1,0,Not Eligible
8.93,0,9,67,43,84,4,0,9,2,1,Tier 1
6.01,1,3,65,88,47,7,1,2,4,0,Not Eligible
6.29,0,7,81,50,87,3,0,4,1,0,Not Eligible
5.82,4,9,62,82,95,0,1,2,4,0,Not Eligible
6.65,0,1,85,59,69,3,1,6,3,0,Not Eligible
8.78,1,8,88,50,78,5,1,1,5,1,Tier 1
7.6,3,0,69,54,60,1,0,7,0,1,Tier 2
6.02,1,1,42,85,54,5,1,7,3,0,Not Eligible
9.39,2,1,67,56,95,5,1,7,2,1,Tier 1
9.4,2,5,72,73,73,7,1,4,3,1,Tier 1
9.35,2,6,81,89,95,0,1,8,0,1,Tier 1
6.19,2,2,42,87,99,7,0,5,1,0,Not Eligible
7.26,4,8,44,51,66,7,1,2,5,1,Tier 2
9.92,3,4,96,81,41,0,1,5,4,1,Tier 1
8.86,3,4,58,67,49,4,1,10,1,1,Tier 1
5.14,1,3,81,87,44,2,1,9,5,0,Not Eligible
5.33,0,8,97,74,66,5,0,10,3,0,Not Eligible
7.32,1,7,96,47,43,0,0,1,2,1,Tier 2
9.55,1,3,87,66,86,7,0,2,3,1,Tier 1
7.69,1,3,40,61,52,5,1,10,0,1,Tier 2
7.49,1,1,77,93,56,5,0,8,0,1,Tier 2
5.53,3,8,48,96,60,7,0,5,2,0,Not Eligible
8.28,0,2,99,63,62,0,0,9,5,1,Tier 1
9.11,1,3,44,41,72,1,1,6,1,1,Tier 1
6.9,3,6,98,70,89,1,1,8,0,0,Not Eligible
8.88,1,9,85,61,99,5,0,1,0,1,Tier 1
9.82,2,7,81,40,54,1,1,9,2,1,Tier 1
6.02,1,7,73,53,53,5,1,9,1,0,Not Eligible
7.62,1,3,76,64,48,7,1,3,3,1,Tier 2
6.44,4,6,72,75,83,4,0,1,4,0,Not Eligible
8.96,2,9,64,75,76,0,1,8,2,1,Tier 1
7.89,0,0,81,80,69,5,1,8,1,1,Tier 2
8.17,1,5,68,42,68,1,0,9,4,1,Tier 1
8.99,0,5,97,44,62,1,1,6,2,1,Tier 1
6.98,2,5,64,40,73,3,1,9,3,0,Not Eligible
9.58,1,1,93,93,94,3,0,10,3,1,Tier 1
7.67,4,7,98,58,94,6,0,9,1,1,Tier 2
5.79,3,4,48,72,46,1,1,4,1,0,Not Eligible
8.48,4,4,42,81,92,6,1,5,3,1,Tier 1
8.97,4,1,54,93,48,6,1,6,3,1,Tier 1
6.58,3,3,43,69,89,6,0,6,2,0,Not Eligible
9.29,3,8,84,51,43,4,0,10,5,1,Tier 1
9.53,3,8,77,49,41,2,1,2,5,1,Tier 1
6.38,1,5,59,73,95,5,1,4,1,0,Not Eligible
9.92,0,8,88,55,99,3,1,9,4,1,Tier 1
5.7,0,3,62,79,66,5,1,7,3,0,Not Eligible
6.01,3,0,76,85,72,3,0,9,4,0,Not Eligible
5.92,4,1,86,68,71,0,1,6,1,0,Not Eligible
9.47,2,0,47,54,96,0,0,7,1,1,Tier 1
8.27,3,7,96,87,83,1,0,9,0,1,Tier 1
5.76,4,8,76,50,84,0,0,4,3,0,Not Eligible
7.2,4,9,95,83,85,7,1,9,5,1,Tier 2
8.08,1,5,84,73,76,0,0,3,5,1,Tier 1
5.42,1,1,72,75,66,2,0,8,1,0,Not Eligible
9.41,0,5,72,69,67,6,1,3,1,1,Tier 1
9.02,0,8,46,74,42,4,1,3,3,1,Tier 1
7.53,2,2,61,48,99,1,0,3,0,1,Tier 2
9.84,2,8,44,57,98,2,1,9,0,1,Tier 1
7.09,2,1,85,58,75,7,0,10,0,1,Tier 2
9.92,2,4,54,78,88,1,1,3,0,1,Tier 1
8.34,4,1,60,43,90,4,0,6,2,1,Tier 1
8.17,4,6,64,45,82,1,0,4,3,1,Tier 1
5.83,0,9,56,90,47,5,1,2,3,0,Not Eligible
9.41,1,8,95,72,83,5,1,3,3,1,Tier 1
7.14,1,6,89,71,89,5,1,5,5,1,Tier 2
5.81,3,4,46,55,89,0,0,10,0,0,Not Eligible
5.06,4,3,93,50,80,4,0,4,0,0,Not Eligible
7.8,2,3,97,61,76,2,1,5,5,1,Tier 2
7.64,2,9,89,75,92,2,0,1,5,1,Tier 2
8.6,3,7,99,89,88,7,1,4,1,1,Tier 1
9.45,1,9,58,62,84,3,0,10,2,1,Tier 1
5.4,2,9,91,65,77,2,0,3,5,0,Not Eligible
8.66,1,9,46,99,95,6,1,2,3,1,Tier 1
5.94,3,9,79,70,61,5,1,7,2,0,Not Eligible
9.29,1,9,84,68,53,6,0,10,5,1,Tier 1
9.1,1,0,98,44,54,7,0,9,3,1,Tier 1
7.7,1,4,89,93,94,6,0,1,0,1,Tier 2
8.55,2,1,63,77,85,5,0,7,0,1,Tier 1
6.57,0,8,50,64,43,3,1,1,3,0,Not Eligible
7.36,4,6,80,99,57,0,1,5,4,1,Tier 2
9.11,1,9,94,73,40,2,1,1,0,1,Tier 1
7.3,1,7,40,51,51,4,0,3,1,1,Tier 2
6.79,1,5,93,61,93,3,0,8,5,0,Not Eligible
7.47,0,8,71,48,80,2,0,4,0,1,Tier 2
9.14,3,5,79,99,81,0,0,1,1,1,Tier 1
6.68,2,6,92,59,92,6,1,1,2,0,Not Eligible
5.87,0,6,83,68,99,4,1,8,0,0,Not Eligible
8.56,1,8,41,83,89,4,1,8,5,1,Tier 1
9.13,0,7,54,68,56,7,0,4,0,1,Tier 1
5.5,0,0,60,84,58,6,1,4,5,0,Not Eligible
6.2,0,3,63,66,75,0,1,10,2,0,Not Eligible
5.71,3,6,89,93,87,2,1,2,5,0,Not Eligible
6.74,4,7,56,94,46,6,1,2,1,0,Not Eligible
7.25,2,6,86,56,48,1,0,6,4,1,Tier 2
8.74,3,2,91,44,47,7,0,8,5,1,Tier 1
8.26,3,3,91,91,64,2,1,7,5,1,Tier 1
8.1,4,6,48,84,46,6,1,7,1,1,Tier 1
6.76,3,7,74,52,81,6,1,3,3,0,Not Eligible
9.21,0,6,59,81,47,3,1,2,3,1,Tier 1
7.36,0,5,58,54,63,3,1,10,3,1,Tier 2
9.9,1,8,57,54,56,2,0,7,5,1,Tier 1
8.17,3,8,59,57,51,7,1,4,2,1,Tier 1
5.63,1,6,69,89,85,5,1,1,1,0,Not Eligible
8.38,2,7,79,41,70,3,1,1,5,1,Tier 1
6.63,0,5,40,62,51,1,0,4,0,0,Not Eligible
8.43,2,0,63,82,96,5,0,5,5,1,Tier 1
5.35,4,0,63,52,41,1,0,5,3,0,Not Eligible
5.87,0,5,86,82,51,4,0,1,1,0,Not Eligible
9.28,2,1,58,43,66,3,0,3,0,1,Tier 1
6.14,4,7,69,86,85,6,1,6,1,0,Not Eligible
9.19,2,0,65,93,46,5,1,10,2,1,Tier 1
6.4,4,1,81,94,97,2,0,7,3,0,Not Eligible
8.21,4,7,83,64,97,5,0,1,4,1,Tier 1
8.47,0,5,99,50,52,6,0,8,5,1,Tier 1
7.56,1,9,77,89,92,4,1,4,3,1,Tier 2
